# ========
# captured on: Mon Nov 10 22:27:47 2014
# hostname : euler16
# os release : 2.6.32-358.6.2.el6.x86_64
# perf version : 2.6.32-358.23.2.el6.x86_64.debug
# arch : x86_64
# nrcpus online : 64
# nrcpus avail : 64
# cpudesc : AMD Opteron(TM) Processor 6274 
# cpuid : AuthenticAMD,21,1,2
# total memory : 132151156 kB
# cmdline : /usr/bin/perf record -a -e branch-misses -o rs_32.branch -- ./dress 
# event : name = branch-misses, type = 0, config = 0x5, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 16129, 16130, 16131, 16132, 16133, 16134, 16135, 16136, 16137, 16138, 16139, 16140, 16141, 16142, 16143, 16144, 16145, 16146, 16147, 16148, 16149, 16150, 16151, 16152, 16153, 16154, 16155, 16156, 16157, 16158, 16159, 16160, 16161, 16162, 16163, 16164, 16165, 16166, 16167, 16168, 16169, 16170, 16171, 16172, 16173, 16174, 16175, 16176, 16177, 16178, 16179, 16180, 16181, 16182, 16183, 16184, 16185, 16186, 16187, 16188, 16189, 16190, 16191, 16192 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 832K of event 'branch-misses'
# Event count (approx.): 815145440
#
# Overhead,Command,Shared Object,Symbol
10.53,          dress,dress                      ,[.] thrust::detail::normal_iterator<float*> thrust::operator+<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long>(thrust::iterator_facade<thrust::detail::normal_iterator<float*>, float, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, float&, long> const&, thrust::detail::normal_iterator<float*>::difference_type)                                            
3.17,          dress,dress                      ,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<float*>, float*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::advance(long)                                                                                                                                                                                                                                                                         
2.96,          dress,dress                      ,[.] void thrust::iterator_core_access::advance<thrust::detail::normal_iterator<float*> >(thrust::detail::normal_iterator<float*>&, thrust::detail::normal_iterator<float*>::difference_type)                                                                                                                                                                                                                                                                                  
2.42,          dress,libChronoEngine_Parallel.so,[.] overlap(real3, real3, real3, real3)                                                                                                                                                                                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrustneINS_6detail15normal_iteratorIPbEEbNS_6system3cpp6detail3tagENS_27random_access_traversal_tagERblS4_bS8_S9_SA_lEEbRKNS_15iterator_facadeIT_T0_T1_T2_T3_T4_EERKNSB_IT5_T6_T7_T8_T9_T10_EE@plt                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access7advanceINS_6detail15normal_iteratorIPjEEEEvRT_NS6_15difference_typeE@plt                                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::pointer_traits<thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default> >::get(thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default>)                                                                                                                                                                                                                
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<bool2*>, bool2, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, bool2&, long>::operator[](long) const                                                                                                                                                                                                                                                                                      
0.00,      flush-8:0,[kernel.kallsyms]          ,[k] 0xffffffff8105998c                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6chrono14ChSolverAPGDRS4Res4EiPfS1_S1_._omp_fn.12                                                                                                                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZnwmPv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] float* thrust::detail::two_system_copy<thrust::system::cpp::detail::tag, thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<float*>, float*>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, thrust::execution_policy<thrust::system::cpp::detail::tag>&, thrust::detail::normal_iterator<float*>, thrust::detail::normal_iterator<float*>, float*)                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::generate<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<bool*>, thrust::detail::fill_functor<bool> >(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, thrust::detail::normal_iterator<bool*>, thrust::detail::normal_iterator<bool*>, thrust::detail::fill_functor<bool>)                                                                                                                                  
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::detail::host_function<thrust::detail::host_generate_functor<thrust::detail::fill_functor<real3> >, void>::operator()<real3>(real3&) const                                                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::contiguous_storage<real4, std::allocator<real4> >::size() const                                                                                                                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::iterator_core_access::increment<thrust::constant_iterator<unsigned int, thrust::use_default, thrust::use_default> >(thrust::constant_iterator<unsigned int, thrust::use_default, thrust::use_default>&)                                                                                                                                                                                                                                                      
0.00,          dress,libgomp.so.1.0.0           ,[.] gomp_team_start                                                                                                                                                                                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<real4*>, real4, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, real4&, long>::operator*() const                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::normal_iterator<bool*> thrust::detail::contiguous_storage<bool, std::allocator<bool> >::uninitialized_copy<thrust::detail::normal_iterator<bool*> >(thrust::detail::normal_iterator<bool*>, thrust::detail::normal_iterator<bool*>, thrust::detail::normal_iterator<bool*>)                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] _Znwm@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,libstdc++.so.6.0.20        ,[.] _ZNSs6appendEPKcm@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::pointer<unsigned int, thrust::system::cpp::detail::tag, thrust::use_default, thrust::use_default>::dereference() const                                                                                                                                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::detail::host_function<thrust::detail::host_generate_functor<thrust::detail::fill_functor<int> >, void>::operator()<int>(int&) const                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6chrono9collision16ChCollisionModelC2Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Utils.so   ,[.] _ZNKSt13move_iteratorIPN6chrono11ChSharedPtrINS0_7ChAssetEEEE4baseEv@plt                                                                                                                                                                                                                                                                                                                                                                                                  
0.00,      events/45,[kernel.kallsyms]          ,[k] 0xffffffff8105967f                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] void thrust::generate<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<real4*>, thrust::detail::fill_functor<real4> >(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, thrust::detail::normal_iterator<real4*>, thrust::detail::normal_iterator<real4*>, thrust::detail::fill_functor<real4>)                                                                                                                             
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust8for_eachINS_6system3cpp6detail3tagENS_6detail15normal_iteratorIPfEENS5_21host_generate_functorINS5_12fill_functorIfEEEEEET0_RKNS5_21execution_policy_baseIT_EESD_SD_T1_@plt                                                                                                                                                                                                                                                                                    
0.00,          dress,libChronoEngine_Parallel.so,[.] short2* thrust::for_each_n<thrust::system::cpp::detail::tag, short2*, unsigned long, thrust::detail::host_generate_functor<thrust::detail::fill_functor<short2> > >(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, short2*, unsigned long, thrust::detail::host_generate_functor<thrust::detail::fill_functor<short2> >)                                                                                                                 
0.00,          dress,[kernel.kallsyms]          ,[.] 0xffffffffff600147                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] std::allocator<real3>::allocator(std::allocator<real3> const&)                                                                                                                                                                                                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Utils.so   ,[.] _ZN6chrono11ChSharedPtrINS_6ChBodyEEptEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libstdc++.so.6.0.20        ,[.] std::__basic_file<char>::xsgetn(char*, long)                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,           mlx4,[kernel.kallsyms]          ,[k] 0xffffffff81090b70                                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNKSt12_Vector_baseIN6chrono9collision24ChCollisionModelParallel5bDataESaIS3_EE19_M_get_Tp_allocatorEv@plt                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libpthread-2.12.so         ,[.] __lll_lock_wait                                                                                                                                                                                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Utils.so   ,[.] _ZN6chrono13ChSphereShape17GetSphereGeometryEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libstdc++.so.6.0.20        ,[.] _ZNSs4_Rep9_S_createEmmRKSaIcE@plt                                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::allocator_system<std::allocator<real3> >::get(std::allocator<real3>&)                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust16iterator_adaptorINS_6detail15normal_iteratorIPjEES3_NS_11use_defaultES5_S5_S5_S5_E4baseEv@plt                                                                                                                                                                                                                                                                                                                                                                
0.00,          dress,libChronoEngine.so         ,[.] _ZN6chrono8ChSharedC2Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine.so         ,[.] _ZN6chrono6ChBody17GetCollisionModelEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                
0.00,          dress,libChronoEngine_OpenGL.so  ,[.] _ZNSs4_Rep26_M_set_length_and_sharableEm@plt                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libChronoEngine.so         ,[.] _ZN6chrono18ChLcpVariablesBody11SetUserDataEPv@plt                                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,dress                      ,[.] chrono::ChMaterialSurface::~ChMaterialSurface()                                                                                                                                                                                                                                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] bool* thrust::copy<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<bool*>, bool*>(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, thrust::detail::normal_iterator<bool*>, thrust::detail::normal_iterator<bool*>, bool*)                                                                                                                                                                                                
0.00,          dress,libChronoEngine_Parallel.so,[.] chrono::collision::ChCollisionModelParallel::bData&& std::forward<chrono::collision::ChCollisionModelParallel::bData>(std::remove_reference<chrono::collision::ChCollisionModelParallel::bData>::type&)                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<unsigned int, std::allocator<unsigned int> >::insert(thrust::detail::normal_iterator<unsigned int*>, unsigned int const&)                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libstdc++.so.6.0.20        ,[.] _ZNSt6locale5facet15_S_get_c_localeEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine.so         ,[.] _ZNSaIPN6chrono7ChForceEEC2Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine_Parallel.so,[.] mult(real4 const&, real4 const&)                                                                                                                                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] bool thrust::operator!=<thrust::detail::normal_iterator<short2*>, short2, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, short2&, long, thrust::detail::normal_iterator<short2*>, short2, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, short2&, long>(thrust::iterator_facade<thrust::detail::normal_iterator<short2*>, short2, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, short2&, long> co
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<bool, std::allocator<bool> >::push_back(bool const&)                                                                                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine.so         ,[.] _ZNSs5clearEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail11vector_baseI6short2SaIS2_EE3endEv@plt                                                                                                                                                                                                                                                                                                                                                                                                                  
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<float, std::allocator<float> >::insert(thrust::detail::normal_iterator<float*>, float const&)                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_adaptor<thrust::detail::normal_iterator<unsigned int*>, unsigned int*, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default, thrust::use_default>::iterator_adaptor(unsigned int* const&)                                                                                                                                                                                                                                  
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNSt13move_iteratorIPN6chrono9collision24ChCollisionModelParallel5bDataEEC1ES4_@plt                                                                                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::normal_iterator<int*> thrust::detail::contiguous_storage<int, std::allocator<int> >::uninitialized_copy<thrust::detail::normal_iterator<int*> >(thrust::detail::normal_iterator<int*>, thrust::detail::normal_iterator<int*>, thrust::detail::normal_iterator<int*>)                                                                                                                                                                                      
0.00,          dress,libc-2.12.so               ,[.] _IO_link_in                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default> >, int, thrust::system::omp::detail::par_t, thrust::random_access_traversal_tag, thrust::reference<int, thrust::pointer<int, thrust::system::omp::detail::par_t, thrust::use_default, thrust::use_default>, thrust::use_default>, long>::iterator_facade()                                                     
0.00,          dress,dress                      ,[.] _ZNSt18basic_stringstreamIcSt11char_traitsIcESaIcEED1Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] real4* thrust::generate_n<thrust::system::cpp::detail::tag, real4*, unsigned long, thrust::detail::fill_functor<real4> >(thrust::detail::execution_policy_base<thrust::system::cpp::detail::tag> const&, real4*, unsigned long, thrust::detail::fill_functor<real4>)                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access13distance_fromINS_6detail15normal_iteratorIP5real4EES6_EENT_15difference_typeERKS7_RKT0_NS2_17integral_constantIbLb1EEE@plt                                                                                                                                                                                                                                                                                                              
0.00,          dress,libChronoEngine.so         ,[.] _ZNSt6vectorIPN6chrono8ChMarkerESaIS2_EE15_M_erase_at_endEPS2_@plt                                                                                                                                                                                                                                                                                                                                                                                                        
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::normal_iterator<real4*> thrust::system::cpp::detail::for_each<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<real4*>, thrust::detail::host_generate_functor<thrust::detail::fill_functor<real4> > >(thrust::system::cpp::detail::execution_policy<thrust::system::cpp::detail::tag>&, thrust::detail::normal_iterator<real4*>, thrust::detail::normal_iterator<real4*>, thrust::detail::host_generate_functor<thrust::detail::fill_func
0.00,          dress,libChronoEngine_Parallel.so,[.] short2* thrust::system::detail::generic::generate_n<thrust::system::cpp::detail::tag, short2*, unsigned long, thrust::detail::fill_functor<short2> >(thrust::execution_policy<thrust::system::cpp::detail::tag>&, short2*, unsigned long, thrust::detail::fill_functor<short2>)                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6system6detail8internal6scalar10for_each_nIPbmNS_6detail21host_generate_functorINS6_12fill_functorIbEEEEEET_SB_T0_T1_@plt                                                                                                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::distance_from_result<thrust::iterator_facade<thrust::detail::normal_iterator<unsigned int*>, unsigned int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, unsigned int&, long>, thrust::iterator_facade<thrust::detail::normal_iterator<unsigned int*>, unsigned int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, unsigned int&, long> >::type thrust::operator-<thrust::detail::normal_iterator<unsign
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20iterator_core_access13distance_fromINS_6detail15normal_iteratorIPbEES5_EENS2_20distance_from_resultIT_T0_E4typeERKS7_RKS8_@plt                                                                                                                                                                                                                                                                                                                                
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::contiguous_storage<short2, std::allocator<short2> >::size() const                                                                                                                                                                                                                                                                                                                                                                                         
0.00,          dress,libChronoEngine_Parallel.so,[.] bool* thrust::system::detail::internal::scalar::for_each_n<bool*, unsigned long, thrust::detail::host_generate_functor<thrust::detail::fill_functor<bool> > >(bool*, unsigned long, thrust::detail::host_generate_functor<thrust::detail::fill_functor<bool> >)                                                                                                                                                                                                           
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail23allocator_traits_detail20copy_construct_rangeINS_6system3cpp6detail3tagESaIfENS0_15normal_iteratorIPfEES9_EENS0_10disable_ifIXsrNS1_34needs_copy_construct_via_allocatorIT0_NS0_15pointer_elementIT2_E4typeEEE5valueESF_E4typeERNS_16execution_policyIT_EERSD_T1_SQ_SF_@plt                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrustmiINS_6detail15normal_iteratorIPbEEbNS_6system3cpp6detail3tagENS_27random_access_traversal_tagERblS4_bS8_S9_SA_lEENS1_20distance_from_resultINS_15iterator_facadeIT_T0_T1_T2_T3_T4_EENSC_IT5_T6_T7_T8_T9_T10_EEE4typeERKSJ_RKSQ_@plt                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust18raw_reference_castIbEENS_6detail13raw_referenceIT_E4typeERS3_@plt                                                                                                                                                                                                                                                                                                                                                                                             
0.00,          dress,dress                      ,[.] thrust::detail::allocator_system<std::allocator<float> >::get(std::allocator<float>&)                                                                                                                                                                                                                                                                                                                                                                                     
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::iterator_facade<thrust::detail::normal_iterator<unsigned int*>, unsigned int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, unsigned int&, long>::iterator_facade()                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_OpenGL.so  ,[.] _ZSt10__distanceIPKcENSt15iterator_traitsIT_E15difference_typeES3_S3_St26random_access_iterator_tag@plt                                                                                                                                                                                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust6detail18contiguous_storageI5real3SaIS2_EE4sizeEv@plt                                                                                                                                                                                                                                                                                                                                                                                                          
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::host_function<thrust::detail::host_generate_functor<thrust::detail::fill_functor<real4> >, void>::host_function(thrust::detail::host_generate_functor<thrust::detail::fill_functor<real4> > const&)                                                                                                                                                                                                                                                       
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6system6detail7generic13select_systemINS0_3cpp6detail3tagES6_EERNS_6detail17enable_if_definedINS7_14minimum_systemIT_T0_NS7_19minimum_type_detail14any_conversionESD_SD_SD_SD_SD_SD_SD_SD_SD_SD_SD_SD_SD_EEE4typeERNS_16execution_policyISA_EERNSI_ISB_EE@plt                                                                                                                                                                                                   
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN5real3pLERKS_@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                      
0.00,          dress,libChronoEngine_Utils.so   ,[.] _ZN6chrono11ChSharedPtrINS_6ChBodyEED1Ev@plt                                                                                                                                                                                                                                                                                                                                                                                                                              
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust6detail13host_functionINS0_21host_generate_functorINS0_12fill_functorI6short2EEEEvEC1ERKS6_@plt                                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine_Parallel.so,[.] bool thrust::operator!=<thrust::detail::normal_iterator<int*>, int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, int&, long, thrust::detail::normal_iterator<int*>, int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, int&, long>(thrust::iterator_facade<thrust::detail::normal_iterator<int*>, int, thrust::system::cpp::detail::tag, thrust::random_access_traversal_tag, int&, long> const&, thrust::iterator_faca
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::normal_iterator<unsigned int*> thrust::system::cpp::detail::for_each<thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<unsigned int*>, thrust::detail::host_generate_functor<thrust::detail::fill_functor<unsigned int> > >(thrust::system::cpp::detail::execution_policy<thrust::system::cpp::detail::tag>&, thrust::detail::normal_iterator<unsigned int*>, thrust::detail::normal_iterator<unsigned int*>, thrust::detail::host_generat
0.00,          dress,libChronoEngine_Parallel.so,[.] int* thrust::system::cpp::detail::copy<thrust::detail::normal_iterator<int*>, int*>(thrust::system::cpp::detail::tag, thrust::detail::normal_iterator<int*>, thrust::detail::normal_iterator<int*>, int*)                                                                                                                                                                                                                                                                 
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrust20uninitialized_fill_nINS_6system3cpp6detail3tagEPbmbEET0_RKNS_6detail21execution_policy_baseIT_EES6_T1_RKT2_@plt                                                                                                                                                                                                                                                                                                                                               
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZNK6thrust6detail13host_functionINS0_21host_generate_functorINS0_12fill_functorI5real3EEEEvEclIS4_EEvRT_@plt                                                                                                                                                                                                                                                                                                                                                             
0.00,          dress,libChronoEngine_Parallel.so,[.] thrust::detail::vector_base<real4, std::allocator<real4> >::insert(thrust::detail::normal_iterator<real4*>, real4 const&)                                                                                                                                                                                                                                                                                                                                                 
0.00,          dress,dress                      ,[.] float* thrust::system::detail::generic::uninitialized_fill_n<thrust::system::cpp::detail::tag, float*, unsigned long, float>(thrust::execution_policy<thrust::system::cpp::detail::tag>&, float*, unsigned long, float const&)                                                                                                                                                                                                                                            
0.00,          dress,libChronoEngine_Parallel.so,[.] _ZN6thrustmiINS_6detail15normal_iteratorIP5real3EES3_NS_6system3cpp6detail3tagENS_27random_access_traversal_tagERS3_lS5_S3_S9_SA_SB_lEENS1_20distance_from_resultINS_15iterator_facadeIT_T0_T1_T2_T3_T4_EENSD_IT5_T6_T7_T8_T9_T10_EEE4typeERKSK_RKSR_@plt                                                                                                                                                                                                                 
